gender,number_of_followers,number_of_posts,average_likes,likes_to_followers
Female,13135,270,287.17,2.19
Male,14595,128,480.93,3.3
Male,113730,623,6203.67,5.45
,11386,176,133.87,1.18
,8605,2,550,6.39
,48859,1348,2117.37,4.33
Male,18507,1155,755.07,4.08
Female,100001,898,1673.27,1.67
Male,65480,812,1553.73,2.37
,201467,297,4284.33,2.13
Male,11099,1063,291.23,2.62
Male,39481,1353,75.27,0.19
Female,229520,437,18972.97,8.27
Female,16476,1237,530.47,3.22
,34135,46,1368.87,4.01
Female,41740,1067,649.9,1.56
Female,46560,3877,580.4,1.25
,97154,56,146.87,0.15
Female,25293,91,1231.43,4.87
Female,43737,5431,657.73,1.5
,35069,282,122.77,0.35
,16665,343,40.13,0.24
Female,16466,428,710.23,4.31
Female,11333,1098,220.87,1.95
Female,48570,1001,2155.27,4.44
Female,21355,687,588.4,2.76
,18982,83,2443.1,12.87
,5848,216,391.4,6.69
Female,46061,867,2286.17,4.96
Female,10778,701,194.4,1.8
,128888,971,950.83,0.74
,27126,365,851.4,3.14
male,8991,267,1884.23,20.96
Male,14827,3,1892.67,12.77
,22590,507,30.5,0.14
,18969,2971,404.8,2.13
Female,32950,1225,1655.77,5.03
Male,39623,750,705.17,1.78
Female,10554,985,451.83,4.28
Male,64596,837,200.9,0.31
,21243,252,2067.87,9.73
Female,17938,213,1115.77,6.22
Female,20073,156,2861.1,4
Female,32212,312,1278.6,3.97
Male,121940,2708,2112.57,1.73
,8664,51,95.77,1.11
Male,690348,1082,10041.33,1.45
Female,56533,427,206.47,0.37
Male,31714,318,35.3,0.11
Male,113072,305,1220.63,1.08
,28184,509,31.1,0.11
,22914,560,98.8,0.43
,10226,775,71.63,0.7
,8747,2171,90.8,1.04
male,10746,159,68.33,0.64
female,5619,77,48.93,0.87
,25048,115,64.67,0.26
,93456,5965,293.43,0.31
,21346,1613,171.33,0.8
,27862,975,111.87,0.4
,43681,3255,212.03,0.49
Male,107119,2100,6804.83,6.35
,6141,304,75.57,1.23
,601187,1156,2526.73,0.42
,83017,869,90.53,0.11
Female,29974,378,1390.77,4.64
Female,19297,291,246.17,1.28
Male,30649,1522,411.57,1.34
,13429,78,128.03,0.95
Male,114722,6642,93.77,0.08
,5950,160,436.2,7.33
,26062,80,815.17,3.13
,13236,35,47.03,0.36
Male,43384,2452,81.87,0.19
Female,70264,1430,1072.03,1.53
,17426,318,49.03,0.28
,35543,1748,351.57,0.99
Male,19170,2003,378.3,1.97
,17994,1187,70.67,0.39
Male,36103,2615,349.1,0.97
Female,20631,7141,109.5,0.53
,75945,3334,435.5,0.57
,9722,587,35.3,0.36
,116561,1082,2975.03,2.55
,5180,309,117.57,2.27
,7439,113,80.07,1.08
,58983,265,642.9,1.09
,71320,1674,780.47,1.09
,14555,624,173.27,1.19
,13165,261,175.83,1.34
female,15167,12,181.75,1.2
,37564,293,151.5,0.4
,14296,1533,29.53,0.21
Female,60117,1279,424.7,0.71
,29332,1966,132.43,0.45
Female,17276,3342,164.87,0.95
Male,12534,79,367.43,2.93
Male,23881,803,201.3,0.84
,19249,1985,67,0.35
Male,12055,982,32,0.27
,16907,521,34.07,0.2
,17524,1534,52.73,0.3
,30267,1910,117.53,0.39
,8748,686,149.3,1.71
Male,22415,869,151.3,0.67
Female,22516,2953,202.8,0.9
male,48733,5326,236.9,0.49
Female,69427,4645,783.37,1.13
,99630,1035,205.5,0.21
,10237,1435,36.8,0.36
,18818,1737,69.57,0.37
,7330,1102,34.53,0.47
,9712,228,19.73,0.2
Male,16120,1211,318.17,1.97
Male,41714,367,363.37,0.87
Male,39242,6462,309.53,0.79
,91586,4723,219.8,0.24
Male,36059,1703,194.23,0.54
,41209,1151,157.4,0.38
,11354,592,113.63,1
,207586,2384,3126.87,1.51
Female,10388,806,45.53,0.44
,16498,1011,23.33,0.14
,41488,1161,540.73,1.3
Female,13246,296,112.4,0.85
Female,20845,427,397.87,1.91
,24194,591,86.6,0.36
,22991,903,42.87,0.19
,86255,497,460.33,0.53
Male,34088,1664,531.6,1.56
Female,65771,1689,319.17,0.49
,15616,238,251.83,1.61
male,6755,183,117.57,1.74
,53663,3268,420.87,0.78
,9841,332,205.63,2.09
,118735,834,195.63,0.16
,6520481,1836,173905.53,2.67
,247916,1181,1103.7,0.45
,28860,1971,176.93,0.61
Female,36263,5743,181.63,0.5
Male,150077,1323,9020.77,6.01
Female,20068,1028,100.9,0.5
Female,131937,6157,348.43,0.26
,30184,589,201.07,0.67
,34119,124,590.03,1.73
,14009,268,125.8,0.9
,48574,511,234.97,0.48
,160183,1618,1369.3,0.85
,38388,1801,112,0.29
Male,9858,105,84.7,0.86
,15329,2949,275.4,1.8
Female,36761,303,61.2,0.17
,25937,1401,271.97,1.05
Male,186256,2276,1849.13,0.99
,24433,1037,147.13,0.6
,15496,1577,103.33,0.67
,36518,802,232.47,0.64
,22958,2031,632.3,2.75
,6557,429,75.83,1.16
Male,66638,906,1205.93,1.81
,16226,191,443.63,2.73
,26037,2009,137.97,0.53
Female,23331,1057,283.83,1.22
,10663,1365,60.07,0.56
,14062,1777,178.43,1.27
,27116,227,469.63,1.73
Female,23726,537,570.6,2.4
Female,21081,395,108.37,0.51
Female,51854,1242,709.9,1.37
Female,19661,963,18.1,0.09
,9573,586,151.87,1.59
Female,20326,4554,60.3,0.3
,18849,3625,53.67,0.28
Female,124604,6024,442.27,0.35
,15463,1110,258.67,1.67
,470436,7457,633.73,0.13
Female,15934,719,61.53,0.39
Male,113745,1690,975.5,0.86
,99593,1351,1366.57,1.37
Male,73842,1336,896.13,1.21
,30584,1127,333.53,1.09
,26922,558,117.83,0.44
,38219,5202,168.43,0.44
,36163,2013,123.23,0.34
,37814,1153,65.23,0.17
,32575,2058,168.03,0.52
Male,19038,308,190.77,1
,16764,587,136.2,0.81
Female,83038,232,569.1,0.69
,5317,421,78.43,1.48
,70099,1164,615.23,0.88
Female,26456,801,243.07,0.92
,14728,3401,80.27,0.55
,14246,3080,106.5,0.75
female,5957,72,63.67,1.07
Female,36778,3405,121.6,0.33
Male,160865,1017,946.43,0.59
,177776,1101,581.5,0.33
,24473,198,430,1.76
,27301,651,115.4,0.42
,26697,2493,118.37,0.44
Male,36191,322,89.87,0.25
,16130,1607,21.27,0.13
,93702,2219,1101.87,1.18
Male,54798,94,1763.57,3.22
Male,13221,4915,10.23,0.08
,32470,4996,43.53,0.13
,21478,634,603.13,2.81
,30545,1868,105.4,0.35
,15400,125,1023.3,6.64
,63202,1139,46.63,0.07
,22368,2316,44.13,0.2
,13555,1447,103.3,0.76
Female,68952,352,536.87,0.78
,97159,1437,644.4,0.66
,18803,137,69.4,0.37
,8923,1079,250.93,2.81
Female,14824,3247,49.83,0.34
,34057,539,101.77,0.3
,58832,1890,293.17,0.5
Female,22229,708,175.03,0.79
Female,19300,2790,187.53,0.97
female,7734,1684,129.37,1.67
,6676,318,31.63,0.47
,125685,2550,671.63,0.53
,18427,1182,197.9,1.07
,19659,518,52.93,0.27
Female,21128,1045,49.4,0.23
Male,16001,93,102.73,0.64
,84049,914,397.1,0.47
,28273,0,0,0
,1428118,676,13353.13,0.94
,12165063,4262,209782.63,1.72
Female,46341,2028,437.93,0.95
,28957,4003,263.53,0.91
Female,46573,1766,505.4,1.09
,19932,2191,73.57,0.37
Male,13468,2043,241,1.79
,77211,2159,311.1,0.4
Female,260751,3121,5596.8,2.15
male,10524,469,275.17,2.61
Female,363291,3705,3236.97,0.89
,16676,154,291.57,1.75
,29074,762,99.23,0.34
,16758,2510,100.7,0.6
,19612,1446,285.13,1.45
,40012,747,379.03,0.95
,32105,1047,186.17,0.58
,39740,2893,209.07,0.53
,196130,25,125.17,0.06
Male,24788,1085,132.63,0.54
male,18199,396,182.63,1
,60348,261,127.93,0.21
male,12435,36,407.8,3.28
Male,20289,2143,69.93,0.34
male,77258,874,532.83,0.69
male,6646,39,135.43,2.04
,139769,11949,448.37,0.32
,57629,2290,224.1,0.39
,33987,1497,305.67,0.9
female,17685,594,121.2,0.69
,13798,168,41.6,0.3
,78702,1195,367.57,0.47
,36914,2399,286.4,0.78
,13393,515,78.63,0.59
female,26004,1193,115.2,0.44
Male,17559,3140,125.33,0.71
female,5925,590,236.3,3.99
,85783,1402,87.8,0.1
Female,36041,1158,94.07,0.26
,47682,3148,188.73,0.4
Female,23966,1849,264.77,1.1
,10823,79,133.9,1.24
,12928,1119,142.03,1.1
,14077,431,90.07,0.64
Female,34088,2272,172.4,0.51
Female,34038,291,119.83,0.35
,50344,1055,338.17,0.67
Male,21201,317,36.17,0.17
,11352,579,70.23,0.62
,161196,4877,1814.6,1.13
Male,125100,3613,1732.6,1.38
,7679,249,70.03,0.91
,8562,449,134.3,1.57
,42437,718,1009.73,2.38
,18290,1194,356.77,1.95
,12247,13,200.92,1.64
,35429,36,56.83,0.16
Female,486483,681,18239.93,3.75
,10321,1,8,0.08
,25536,885,91.3,0.36
,21485,54,201,1.02
,27573,1755,126.17,0.46
Male,12002,2204,59.5,0.5
,16308,1031,147.7,0.91
,7624,1118,52.17,0.68
,131963,1634,515.3,0.39
,21119,1151,372,1.76
,23355,793,97.37,0.42
Female,31448,1983,773.9,2.46
,13191,547,37.17,0.28
,13435,251,72.13,0.54
,245973,5234,1745.57,0.71
,59468,3485,128.37,0.22
,13955,604,54.37,0.39
Female,31612,1110,426.43,1.35
,104652,2850,836.93,0.8
,117401,1663,913.5,0.78
Female,63166,1058,314.37,0.5
Female,37136,8038,133.53,0.36
female,28520,790,2221.27,7.79
,37175,853,134.37,0.36
Female,28125,3535,79.3,0.28
male,11343,150,209.9,1.85
male,10602,492,95.73,0.9
,25060,636,57.23,0.23
Female,15219,204,29.7,0.2
,24137,2073,207.3,0.86
Female,14393,1637,117.97,0.82
,38312,3897,58.23,0.15
,21197,2092,174.9,0.83
,44948,2503,837.97,1.86
,11097,607,250.63,2.26
Female,10134,356,88.33,0.87
,61155,517,950.1,1.55
,15065,603,125.17,0.83
Male,56229,1567,397.13,0.71
,9803,94,46.33,0.47
,18069,710,142.37,0.79
,18419,2706,30.8,0.17
Female,793499,1675,24793.97,3.12
Male,78669,1863,1310.07,1.67
,38461,713,55.8,0.15
,40698,1849,363.77,0.89
,48978,3998,298.8,0.61
,18558,204,85.87,0.46
,19201,16,21.88,0.11
,21976,1659,209.67,0.95
,13173,802,42.27,0.32
female,10980,300,69.63,0.63
,10582,1915,48.77,0.46
,43114,435,66.63,0.15
,29517,299,120.7,0.41
Female,24335,1440,295.2,1.21
,20275,2389,73.63,0.36
Female,53594,3413,401.73,0.75
,49603,728,1033.4,2.08
Female,10621,343,93.87,0.88
Male,10868,623,240.93,2.22
Female,12220,1810,146.63,1.2
,155974,5433,404.43,0.26
Female,12401,3410,88.63,0.71
Female,63351,5223,125.37,0.2
Male,63610,5859,392.4,0.62
,24343,273,440.17,1.81
,38203,486,330.03,0.86
,137855,7113,535.5,0.39
Male,33737,1366,231.57,0.69
Male,11886,2041,51.07,0.43
Male,17954,724,252.1,1.4
,18986,1214,42.47,0.22
,39233,4725,58.8,0.15
Male,1350203,1537,10767.1,0.8
Female,73321,76,166.37,0.23
Male,82825,379,933.2,1.13
Female,28345,1431,2144,7.56
Female,23870,819,353.03,1.48
Female,39224,1755,1114.6,2.84
Female,1957208,2649,82697.17,4.23
Female,1979933,1371,23280.5,1.18
Male,220475,907,4225.67,1.92
,73268,1416,907.83,1.24
,17812,1588,175.87,0.99
,33412,2135,137.43,0.41
Female,41601,1133,46.37,0.11
Female,126290,1103,109.83,0.09
Male,9864,87,436.3,4.42
,20157,1614,108.27,0.54
,41231,1010,305.53,0.74
,45323,3469,307.5,0.68
,23462,2102,175.23,0.75
Male,13520,2364,51.07,0.38
,10955,406,28.1,0.26
female,16079,154,348.97,2.17
,23888,793,155.27,0.65
Female,10183,2523,10.37,0.1
Female,129969,2008,55.8,0.04
Male,60664,1831,693,1.14
Female,107959,2722,419.27,0.39
Female,19684,780,235.63,1.2
Male,17295,1491,699.3,4.04
,28726,1004,80.77,0.28
,42488,5198,230.3,0.54
,45902,739,333.63,0.73
,10902,1043,112.9,1.04
,43057,612,163.4,0.38
,13934,1303,54.47,0.39
,48012,777,1046.87,2.18
,19570,595,40.3,0.21
,89610,3447,271.93,0.3
Female,9837,4,254.5,2.59
Female,20039,725,313.63,1.57
Male,11257,290,34.63,0.31
,11501,143,45.43,0.4
,13548,783,164.5,1.21
male,15688,2020,17.93,0.11
,14116,375,31.2,0.22
Female,39858,4729,280.17,0.7
,79822,1589,891.4,1.12
Male,21659,1019,374,1.73
,237529,4094,749.8,0.32
,17177,993,136.27,0.79
Female,13004,751,79.43,0.61
Male,27383,3494,97.5,0.36
,8895,258,96.7,1.09
,14812,2330,37.7,0.25
Male,25872,1066,240.87,0.93
,8890,1576,71.43,0.8
Female,23574,636,59.37,0.25
,15020,195,101.67,0.68
,56714,2250,147.07,0.26
Male,65246,2316,893.07,1.37
Female,12755,2436,25.67,0.2
Male,486276,4669,3199.33,0.66
Male,106575,1426,1258.3,1.18
,22731,758,732.5,3.22
Female,128862,3014,3569.5,2.77
Female,81301,1099,1176.6,1.45
,14540,1214,214.6,1.48
female,5919,207,194.97,3.29
Female,24653,2709,349.8,1.42
Male,13968,950,398.27,2.85
Female,11512,617,77.63,0.67
Female,27359,2357,18.93,0.07
,9349,217,34.67,0.37
Female,39947,1467,662.73,1.66
,12917,835,171.17,1.33
,5676,433,336.37,5.93
,25805,3642,113.93,0.44
,27579,3291,627.03,2.27
Female,80500,5545,203.03,0.25
,17771,933,264.63,1.49
,28242,1158,511.77,1.81
Male,16910,804,1430.4,8.46
Female,21982,665,131.27,0.6
Female,12985,2293,99.23,0.76
Female,29421,494,122.83,0.42
,11794,1872,34.93,0.3
Female,130956,729,2521.93,1.93
,26880,729,248.53,0.92
,17010,748,235.9,1.39
Female,23193,304,819.7,3.53
Male,55363,272,942.37,1.7
,75186,236,1555.37,2.07
,45040,2538,229.3,0.51
,94802,1024,1917.8,2.02
,5914,61,3034.4,51.31
Male,19177,703,1215.03,6.34
,30631,1136,350.43,1.14
Female,39192,437,99.87,0.25
,14058,858,254.07,1.81
,12649,3611,20.33,0.16
,21874,7348,278.83,1.27
Female,69379,2002,218.33,0.31
,33790,1432,124.97,0.37
,23423,534,106.03,0.45
Male,289625,4788,4723.03,1.63
Male,37427,1132,216.8,0.58
,38939,163,1405.7,3.61
,14019,459,523.03,3.73
Female,20532,2444,256.17,1.25
,43665,1765,101.27,0.23
,26732,3750,226.3,0.85
,9363,391,1952.67,20.86
,10475,277,70.47,0.67
,89960,2125,1989.23,2.21
,47764,670,248.17,0.52
,55817,898,264.4,0.47
Female,135206,10243,1187.83,0.88
Male,21210,1897,947.5,4.47
,6239,429,149.9,2.4
Female,26507,947,1254.27,4.73
,21880,18,46.44,0.21
Female,40193,3299,249.67,0.62
female,6987,533,144.53,2.07
Female,52295,767,166.2,0.32
Female,13622,12,24.75,0.18
Female,32074,1095,246.4,0.77
Female,41748,1413,108.87,0.26
Female,123825,1375,434.5,0.35
,20150,889,2462.3,12.22
Female,132209,2918,752.73,0.57
Female,16504,3520,238.43,1.44
,35487,390,85.8,0.24
Female,37164,2249,142.77,0.38
Male,30716,3701,107.53,0.35
Female,54386,440,193.83,0.36
Female,32472,365,894,2.75
Female,82025,948,1128.5,1.38
Female,13059,8974,20.77,0.16
Female,11615,236,50.93,0.44
Male,21591,4290,261.43,1.21
Female,11898,482,55.3,0.46
,41206,56,324.4,0.79
Female,35194,2081,203.6,0.58
Female,21552,363,995.73,4.62
female,23095,2850,81.5,0.35
,44022,878,356.87,0.81
Female,16644,5084,35.47,0.21
,10917,718,38.53,0.35
,28727,2321,192.07,0.67
Female,11900,1158,87.7,0.74
Female,22487,208,168.4,0.75
Female,11120,4801,26.63,0.24
Female,26821,28,77.61,0.29
Female,46457,1895,815.8,1.76
Female,18707,1272,280.53,1.5
Female,42674,2333,91.23,0.21
Female,25019,1814,438.2,1.75
,72816,852,234.7,0.32
Female,22180,3353,93.2,0.42
Female,18925,77,74.73,0.39
,7251,145,90.77,1.25
Female,14740,629,32.2,0.22
Female,37145,5879,91.17,0.25
Male,15970,5201,173,1.08
Female,9935,303,254.1,2.56
,19976,1808,200.6,1
Male,94278,1747,1487.83,1.58
,9731,463,607.87,6.25
,38035,2569,80.97,0.21
,50814,469,989.33,1.95
Female,15711,6386,213.87,1.36
Female,18964,544,376.13,1.98
,19544,147,445.93,2.28
,6137,1291,95.47,1.56
Female,96046,1470,2821.67,2.94
Male,66964,3098,180.77,0.27
female,6246,1033,90.5,1.45
Male,14422,3451,307.17,2.13
Male,70103,199,1131.1,1.61
Male,45221,2748,68.8,0.15
,11260,193,259.8,2.31
,37185,1095,372.4,1
Female,20868,212,581.57,2.79
Female,14805,1191,153.37,1.04
,9518,15,78.2,0.82
Female,18312,496,304.8,1.66
Female,13139,1004,174.83,1.33
Female,38893,2059,761.53,1.96
Male,9992,922,148.13,1.48
Female,102337,1308,3281.03,3.21
male,18263,28,1463.32,8.01
Male,24109,754,404.1,1.68
female,14135,1113,841.57,5.95
Female,24321,615,1779.2,7.32
Male,23855,863,138.85,0.58
,22485,935,882.3,3.92
,42895,133,354.57,0.83
Male,80256,870,2370.03,2.95
Male,93794,132,8910,9.5
Male,183722,2913,3519.33,1.92
,42939,649,2269.6,5.29
Female,10123,1150,337.13,3.33
Female,17672,182,530.3,3
Male,12000,971,234.53,1.95
Male,28876,401,2194.5,7.6
Male,15504,133,659.5,4.25
Male,79852,236,3363.97,4.21
male,20979,166,2344.23,11.17
Male,19106,618,1782.4,9.33
Female,55899,633,2834.7,5.07
Male,19982,1331,784.8,3.93
Female,9381,59,24.67,0.26
,13662,2355,65.43,0.48
,133969,2614,430.17,0.32
,58664,1440,191.8,0.33
Male,33668,506,68.33,0.2
male,8734,574,41.13,0.47
,124124,3792,296.2,0.24
male,6283,87,312.37,4.97
Female,35634,2171,378.23,1.06
Male,189265,5356,456.4,0.24
,18414,3127,73.33,0.4
,16832,3189,71.57,0.43
Female,196074,2222,1127.97,0.58
Female,53013,2860,123.03,0.23
Male,88979,1944,474.93,0.53
Female,44149,1546,112.2,0.25
Female,159580,4714,955.4,0.6
,84555,201,686.6,0.81
,35382,2455,55.17,0.16
,88731,1142,284.8,0.32
Male,143468,3297,801.1,0.56
Female,34764,4924,57.93,0.17
Female,39964,163,833.57,2.09
,13259,1589,199.8,1.51
Male,21654,1152,197.83,0.91
Male,45720,1859,717.5,1.57
Female,54093,502,840.57,1.55
Male,99888,175,12843.33,12.86
Male,11213,377,259.6,2.32
Female,48257,299,2299.37,4.76
male,12329,180,1089.77,8.84
,13859,2727,61.67,0.44
male,120689,498,5695.17,4.72
Male,12274,94,1948.03,15.87
Male,13589,2662,24.23,0.18
Female,7755,105,120.85,1.56
,25027,4115,20.97,0.08
male,7724,33,1130.47,14.64
Female,17984,589,592.75,3.3
Female,120639,760,12014.07,9.96
Male,9441,752,259.87,2.75
Female,8988,2001,144.43,1.61
,13254,35,589.73,4.45
,1320377,2231,25192.27,1.91
Female,20091,56,66.47,0.33
Female,20759,748,625.5,3.01
,36839,596,81.83,0.22
,53889,293,223.87,0.42
male,10435,183,501.53,4.81
Male,12547,456,126.23,1.01
female,11786,984,100.93,0.86
Male,49190,6470,245,0.5
,56470,1727,272.3,0.48
Female,58059,1351,2127.5,3.66
Female,17119,112,1138.97,6.65
female,10642,110,180.83,1.7
Male,13844,2579,152.03,1.1
,29873,1268,2761.23,9.24
Female,106621,1729,983.63,0.92
Male,28524,789,379.1,1.33
Female,56034,2484,1384.9,2.47
male,12311,493,671.3,5.45
Male,1263197,2757,4748.93,0.38
female,5147,451,302.53,5.88
Male,592315,1906,36508.4,6.16
Male,25587,3715,691.17,2.7
Female,18650,184,1125.13,6.03
,26644,723,265.17,1
Male,12892,567,427.5,3.32
Female,134108,6353,1834.17,1.37
Female,132586,854,13092.9,9.88
Female,72810,3212,1007.13,1.38
,48173,438,3833.57,7.96
female,12094,852,363.43,3.01
,12383,1126,1076.17,8.69
Female,37053,964,613.6,1.66
Female,14847,699,776,5.79
female,11206,760,221,1.97
Female,12132,553,242.47,2
,10957,317,428.63,3.91
Male,19741,204,1288.1,6.52
,7221,1027,86.7,1.2
,10331,594,262.5,2.54
Female,35620,319,357.57,1
,73598,1253,405.93,0.55
,13451,265,87.2,0.65
Male,75900,4567,1027.57,1.35
,20417,210,606.73,2.97
,59966,1497,630.03,1.05
,16543,857,584.53,3.53
,9555,504,201.07,2.1
Male,35955,731,831.4,2.31
Male,26485,813,381.27,1.44
female,13377,778,180.77,1.35
,9624,297,71.4,0.74
,18882,397,283.9,1.5
,246620,862,4992.5,2.02
,27138,1484,356.83,1.31
,13665,872,90.3,0.66
Female,48007,1970,1305.9,2.72
Male,20680,372,1411.87,6.83
Female,43344,531,1832.13,4.23
Female,43591,1348,1414.5,3.24
female,7105,194,590.47,8.31
,12004,351,1836,15.29
,50482,1128,844.13,1.67
Female,52768,641,1695.07,3.21
Female,11590,1742,188.17,1.62
Female,15678,61,1535.03,9.79
Female,18628,1622,173.77,0.93
Female,26836,2707,1113,4.15
Female,219868,631,5668.8,2.58
Female,16061,369,824.03,5.13
,31495,338,831.23,2.64
Female,36083,515,1078.33,2.99
Female,166032,1546,2487.5,1.5
Female,12991,732,745.47,5.74
Female,85799,1066,4431.23,5.16
Female,17592,988,661.83,3.76
Male,218878,1064,5898.37,2.69
Female,88139,2843,3172.03,3.6
Female,70929,218,2655.47,3.74
,34555,1419,515.9,1.49
,38825,333,151.43,0.39
Female,37969,1367,300.37,0.79
Female,26688,1009,1045.53,3.92
Female,32533,708,2327.63,7.15
,12178,1019,172.83,1.42
,23294,1699,157.87,0.68
Female,10352,634,135.1,1.31
Female,28064,2431,537.17,1.91
,19738,282,214.3,1.09
,55002,647,321.43,0.58
,59573,594,478.4,0.8
,9562,68,47.17,0.49
Female,9775,47,1067.53,10.92
Male,24198,286,300.37,1.24
Female,42084,252,739,1.76
,20044,1028,1094.43,5.46
female,7537,754,181.63,2.41
male,5536,289,648.43,11.71
Male,16952,161,281,1.66
,28697,516,1417.27,4.94
Male,16138,79,554.17,3.43
Female,12702,801,216.5,1.7
Female,62805,251,3554.03,5.66
Male,37456,294,2062.07,5.51
male,10995,80,553.77,5.04
,11985,84,1380.77,11.52
,40797,665,2781.37,6.82
Male,14114,1680,282.43,2
Male,19958,2268,81.97,0.41
,34557,257,994.1,2.88
Male,27688,1910,1856.2,6.7
Female,18184,589,90.13,0.5
Female,181899,866,2458.87,1.35
Female,27716,1874,581.13,2.1
Male,291908,2420,7973.87,2.73
Male,54348,1503,1829.6,3.37
Female,71087,1306,5109.7,7.19
female,9718,44,1238.37,12.74
,17037,1,212,1.24
,9786,339,1050.27,10.73
Male,13484,511,77.47,0.57
Male,315489,2397,6586.9,2.09
Female,37673,1346,902.93,2.4
Female,111829,1068,4369.5,3.91
female,5103,3379,185.87,3.64
Female,15031,909,495.97,3.3
,18443,10,655,3.55
Male,29659,150,3438.7,11.59
Female,116777,533,4936.1,4.23
Female,69392,364,3981.33,5.74
female,50576,400,2983.63,5.9
Female,15728,702,492.53,3.13
Male,24234,1486,1302.77,5.38
,10766,192,50.17,0.47
,24160,153,2605.77,10.79
Male,151969,162,6115.33,4.02
,34404,1950,81.9,0.24
Male,10375,529,79.43,0.77
,15454,177,278.53,1.8
Female,17859,1666,40.63,0.23
Male,39831,539,1116.4,2.8
Female,327480,7148,10254.7,3.13
Female,33006,0,490,1.67
,159589,1268,170.03,0.11
Female,10269,489,66.4,0.65
Female,13218,95,91.67,0.69
Female,40338,509,1857.33,4.6
Male,717068,1079,61399.6,8.56
male,28550,60,1448.33,5.07
Female,251021,288,13177.43,5.25
Female,19949,1276,399.43,2
Male,285255,740,35789.13,12.55
Male,716681,923,91000.8,12.7
Female,388929,2845,7092.1,1.82
Male,618927,1130,36881.43,5.96
Female,42344,1634,1471.33,3.47
Male,10618,81,232.97,2.19
Female,312712,382,33734.77,10.79
Female,765379,220,38349.87,5.01
Female,22346,636,1140.67,5.1
Male,774433,917,54016.6,6.97
Male,2224625,455,132596.2,5.96
Male,458762,738,41486.83,9.04
Male,225058,2142,23469.7,10.43
Female,19294,256,631.87,3.27
Female,104223,665,3097.23,2.97
Female,238522,2352,2383.07,1
Female,45268,423,2462.1,5.44
Male,188138,169,28220.73,15
male,5482,1006,537.47,9.8
Female,1229803,820,39287.63,3.19
Female,40529,786,523.97,1.29
Male,271377,111,11164.23,4.11
,20459,583,47.27,0.23
,28821,766,1398.83,4.85
,14462,54,266.07,1.84
male,7263,222,27.3,0.38
,18943,1743,1450.3,7.66
,24205,4745,144.97,0.6
female,14519,858,267.9,1.85
,5789,213,316.07,5.46
,21027,371,51.2,0.24
,11299,98,40,0.35
Male,181928,19425,1732,0.95
,27569,2464,161.53,0.59
,729826,1475,4254.6,0.58
female,6591,351,188.03,2.85
male,11171,628,354.63,3.17
Male,61085,1100,672.73,1.1
Female,122719,4906,2121.57,1.73
Female,906274,1542,6957.37,0.77
Male,131683,2604,2625.17,1.99
Female,27192,2279,101.07,0.37
Female,56037,2322,879.77,1.57
Female,143628,131,6837.23,4.76
Female,94288,199,2807.6,2.98
,341421,583,4607.9,1.35
Male,25143,1687,115.67,0.46
female,8985,307,808.5,9
Female,173232,507,5639.83,3.26
,28896,1992,504.9,1.75
Female,15443,594,675.43,4.37
,28183,1342,236.23,0.84
,45493,141,1093.73,2.4
,247805,2958,2901.33,1.17
,46006,2422,258.67,0.56
,22387,59,96.3,0.43
Male,39543,403,965.2,2.44
,75667,2796,489.83,0.65
Female,33610,386,1184.3,3.52
female,8193,1522,196.4,2.4
,13483,707,852.37,6.32
female,6924,1093,266.67,3.85
female,19211,39,1611.83,8.39
Male,34960,2468,265.43,0.76
Female,17411,65,1140.93,6.55
Male,21421,2416,106.03,0.49
,11367,68,236.43,2.08
Female,99788,1754,2392.57,2.4
Male,11653,155,292.07,2.51
Female,69770,982,1724.33,2.47
Female,124136,3725,1779.97,1.43
Male,60191,33,806.8,1.34
,11208,768,151.8,1.35
Female,208909,4559,5392.03,2.58
male,54157,520,1042.97,1.93
Male,136771,79,3145.8,2.3
